index,Prompt,Generated Response,Expected Misconception
803,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 0.5 \div 0.2 \)
ConstructName: Answer decimal problems that require the use of BIDMAS
QuestionText: Which calculation should you do first?
\(
((0.5 \div(0.2+0.4)-0.3) \times 0.6)
\)","The given answer does not address the question being asked. The question asks which calculation should be done first in the given expression, but the provided answer only shows a calculation \(0.5 \div 0.2\), which is unrelated to the main problem.",Carries out operations from left to right regardless of priority order
3538,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 7 \)
ConstructName: Calculate the area of a parallelogram where the dimensions are given in the same units
QuestionText: What is the area of this shape? ![Parallelogram drawn on square grid with area of 6 squares]()","The given answer is incorrect. The correct area of the parallelogram, given that it fits exactly within 6 unit squares, should be 6 square units.",Counts half-squares as full squares when calculating area on a square grid
2527,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 28 \)
ConstructName: Calculate a string of multiplications mentally
QuestionText: \( 3 \times 5 \times 20= \)",The correct answer is \( 300 \).,Adds instead of multiples
869,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 398,603 \)
ConstructName: Find another power of 10 more than a given number
QuestionText: What number is \( 10,000 \) more than \( 298,603 \) ?","The given answer is incorrect. The correct answer should be \( 398,603 + 10,000 = 408,603 \).",When adding powers of 10 adds onto the wrong column
3889,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 200 \)
ConstructName: Convert integer percentages with 1 digit to decimals 
QuestionText: How do you write \( 2 \% \) as a decimal?",The given answer is incorrect. The correct answer should be \( 0.02 \).,Multiplied by 100 rather than divided by 100
3653,"Instruction: Why is the given answer wrong under such circumstances?
answer: Translation by vector
\(\left[\begin{array}{l}
-1 \\
0
\end{array}\right]\)
ConstructName: Identify vertical translations in the form f(x) = for non-trigonometric functions
QuestionText: What transformation maps the graph of
\(y=f(x)\)
to the graph of
\(y=f(x)+1\)","The given answer is wrong because it discusses translation by a vector and a translation in the form of adding 1 to the function \(f(x)\), which are addressing different types of transformations. The question specifically asks about vertical translations, which is represented by adding or subtracting a constant from the entire function, not by a vector transformation.",Believes f(x) - a translates the function right a units
4019,"Instruction: Why is the given answer wrong under such circumstances?
answer: Not enough information
ConstructName: Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units
QuestionText: What is value of \( p \) in this compound shape made with rectangles? ![Compound shape made of two rectangles with the sides labelled p cm, 10 cm, 7 cm, 3 cm and 4 cm. One side is unlabelled.]()","The given answer ""Not enough information"" is wrong because there is sufficient information provided to determine the value of \( p \). The dimensions of the rectangles and their arrangement are clearly stated, allowing for a calculation of \( p \).",Does not know that we can use the conservation of perimeter to find missing lengths
2211,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( p q^{3} \)
ConstructName: Given the description of an algebraic term with no powers, write the term using algebra 
QuestionText: Write the following using correct algebraic notation \( p \) multiplied by three lots of \( q \)","The given answer is wrong because it represents \( p \) multiplied by three lots of \( q \) as \( pq^3 \), but the correct representation should be \( 3pq \).",Multiplies by the index
150,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( -4 \)
ConstructName: Calculate the square root of a number
QuestionText: \( \sqrt{-16}=? \)","The given answer is incorrect. The square root of a negative number like -16 is not a real number; it involves imaginary numbers. In the complex number system, the square root of -16 is \( 4i \), where \( i \) is the imaginary unit defined as \( \sqrt{-1} \).",Can not square root a negative number
2882,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 0.44 \)
ConstructName: Calculate the median as an average from an even numbered list of data
QuestionText: What is the median of the following numbers?
\[
2, \quad 0.2, \quad 0.02, \quad 0.002
\]",The given answer is wrong under such circumstances. The correct median for the given list of numbers is 0.11.,Does not divide by 2 when finding midpoint
3543,"Instruction: Why is the given answer wrong under such circumstances?
answer: Neither is correct
ConstructName: Solve problems that combine addition and subtraction
QuestionText: ![Think of a number, then subtract \( 5 \), next divide by \( 8 \), next add 4, and finally multiply by \( 7 \).]() Jo says you can write this as:
\[
7\left(\frac{(n-5)}{8}+4\right)
\]
Paul says you can write this as:
\[
7((n-5) \div 8)+4
\]
Who is correct?",Neither is correct.,Carries out operations from left to right regardless of priority order
4074,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 11 \)
ConstructName: Add proper fractions with different denominators which do not share a common factor
QuestionText: \(
\frac{1}{3}+\frac{1}{10}=\frac{\bigstar}{30}
\)
What should replace the star?",The correct answer should be \( \frac{7}{30} \).,Does not find a common denominator when adding/subtracting fractions
3132,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \begin{array}{c}38+40=78 \\ 78+5=83\end{array} \)
ConstructName: Recognise and use efficient strategies for mental addition
QuestionText: This is how Ron calculates the answer to \( 46+28 \) mentally ![Cartoon picture of a boy's head with 2 thought bubbles:
First thought bubble says: ""46+20 is equal to 66""
Second thought bubble says: ""Then I am going to add on the 8.  66+8=74""]() Ron uses the same method to calculate \( 38+45 \). 
Which of the following shows how he would do this?","The provided answer does not correctly represent how Ron would calculate \(38 + 45\) using the same method as shown for \(46 + 28\).

Ron’s method involves breaking down the numbers into simpler components that are easier to work with mentally:
- He adds \(46 + 20 = 66\).
- Then he adds the remaining \(8\), resulting in \(66 + 8 = 74\).

For \(38 + 45\), the correct representation should be:
\( \begin{array}{c}
38 + 40 = 78 \\
78 + 5 = 83
\end{array} \)

So, the given answer is wrong because it incorrectly represents the calculation of \(38 + 45\) as \( \begin{array}{c}
38 + 20 = 58 \\
58 + 25 = 83
\end{array} \), which does not match Ron's strategy.",Does not copy a given method accurately
438,"Instruction: Why is the given answer wrong under such circumstances?
answer: They are equal
ConstructName: Recognise the angles on a straight line relationship
QuestionText: What is the relationship between these two angles? ![Angles around a point made up of two angles: a green one and a pink one]()","The given answer ""They are equal"" is wrong under such circumstances because the question asks about the relationship between two angles, but no information is provided about them being on a straight line or related through any specific geometric properties that would make them equal. The image description mentions ""two angles"" but does not specify their positions relative to each other or any other geometric relationships that could justify them being equal.",Student thinks that any two angles along a straight line are equal
691,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 4.5 \)
ConstructName: Solve comparison, sum and difference problems using information presented in pictograms
QuestionText: This pictogram shows the different types of music Bob has in his music collection.

How many more Pop CDs does Bob have than Rock CDs? ![A pictogram showing the number of CDs Bob has in his musical collection. Pop has 3 and a half symbols, rock has 2 symbols, blues has 2 and a quarter symbols, jazz has 3 and a quarter symbols and classical has 1 and three-quarter symbols. Each symbol represents 4 CDs.]()","The given answer of \( 4.5 \) is incorrect. The correct calculation should be \( 3.5 - 2 = 1.5 \), as each symbol represents 4 CDs. Therefore, Bob has 1.5 more Pop CDs than Rock CDs.","When counting partial symbols on pictogram, uses the fraction rather than the amount it represents"
1515,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( -3 \)
ConstructName: Carry out division problems involving negative non-integers
QuestionText: \( \frac{(-3) \times(-2)}{(-0.2)}= \)",The correct answer should be \( 30 \).,"When dividing a decimal by a whole number, ignores decimal point and just divides the digits"
290,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( £ 112 \)
ConstructName: Given information about the relationship between two parts (e.g. one part is worth 5 more than another), work out the whole
QuestionText: Bill and Mischa share their profit in a ratio of \( 9: 5 \) Bill gets \( £ 72 \) more than Mischa. How much money did they receive altogether?",The given answer is wrong because it only provides the difference between Bill's and Mischa's shares without giving the total amount each received or the combined total.,"In ratio question where the difference between the sides is given, uses that as the total for one side instead"
1117,"Instruction: Why is the given answer wrong under such circumstances?
answer: Jadon is travelling at a speed of \( 0.8 \mathrm{~m} / \mathrm{s} \)
ConstructName: Interpret the gradient on a linear section on a real life graph
QuestionText: Jadon decides to go for a run.
The graph on the right shows Jadon's speed in metres per second \( (s) \) over time in seconds
\( (t) \).

The gradient of the negative sloping section of the graph is \( 0.8 \).

Which of the following does that \( 0.8 \) best represent? ![A sketch of a graph with s on the y axis and t on the x axis. A straight line slopes upwards from the origin 2/3 of the way up the graph, 1/5 across the graph. It then becomes horizontal for the next 1/5 of the graph, before sloping downwards in a straight line for the remainder of the graph. ]()","The given answer is wrong because the gradient of the negative sloping section indicates a decrease in speed, which should be represented as a negative value. The correct gradient is \( -0.8 \) m/s, not \( 0.8 \) m/s.",Believes the gradient of a speed-time graph is the speed
3959,"Instruction: Why is the given answer wrong under such circumstances?
answer: None of these options
ConstructName: Label angles using correct 3-letter notation (e.g. angle ADB)
QuestionText: Which of the following correctly describes the marked angle? ![An image of square ABCE with various triangles attached to it.  The marked angle is between the lines CE and BC.]()","The given answer ""None of these options"" is wrong because there should be a correct option among the provided choices that correctly labels the angle using 3-letter notation based on the description in the question.",Thinks 3-letter angle notation has to use the nearest vertex on each side of the angle
366,"Instruction: Why is the given answer wrong under such circumstances?
answer: Problem P: \( 3+5 \)
Problem Q: \( 3 \times 5 \)
ConstructName: Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division
QuestionText: Problem P: \( 6 \div 3+5= \)
Problem Q: \( 6 \div 3 \times 5= \)

Which calculation should you do first in each problem?","In Problem P, you should perform the division \(6 \div 3\) first because there are no parentheses or exponents that take precedence over division and addition. In Problem Q, you should also perform the division \(6 \div 3\) first due to the order of operations (PEMDAS/BODMAS), before performing the multiplication.",Carries out operations from right to left regardless of priority order
879,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 3 \)
ConstructName: Calculate the square root of a number
QuestionText: What is the value of the missing number? ![\begin{tabular}{|c|c|}
\hline \multicolumn{2}{|c|}{\( 15^{2} \)} \\
\hline\( \square^{2} \) & \( 2 \) \\
\hline
\end{tabular}]()",The given answer is incorrect. The correct answer should be \( 5 \).,"Thinks the sum of 2 numbers, each squared first, is the same as adding the two numbers and then squaring the total"
3565,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 59.2 \)
ConstructName: Round numbers to one decimal place
QuestionText: \( 58.2684 \) to \( 1 \) decimal place is....",The correct answer should be \( 58.3 \).,Rounds incorrectly by changing multiple place values
3475,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( £ 10,268 \)
ConstructName: Solve problems that combine addition and subtraction
QuestionText: At the start of the day, there was \( £ 1,456 \) in the till. \( £ 7,347 \) was taken and \( £ 4,377 \) was handed out. How much money was left?","The correct answer should be \( £ 1,456 - £ 7,347 + £ 4,377 = £ -1,514 \). The given answer of \( £ 10,268 \) is incorrect.","When talking about money ""taken"" in a retail context, thinks that means take-away rather than add"
2399,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( £ 2,970 \)
ConstructName: Solve problems that combine addition and subtraction
QuestionText: At the start of the day, there was \( £ 1,456 \) in the till. \( £ 7,347 \) was taken and \( £ 4,377 \) was handed out. How much money was left?","The correct amount left in the till should be \( £ 0 \). The given answer of \( £ 2,970 \) is incorrect.","In a worded problem, does not complete all calculations"
3705,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 2 \)
ConstructName: Read a decimal on a scale where the required measurement is marked by a dash between two numbers
QuestionText: ![A number line from 0 to 1 split into 5 parts with a red arrow pointing to the marker for the value 0.4]() What number is the arrow pointing to?",The given answer is wrong under such circumstances. The correct answer should be \( 0.4 \).,"When reading integers on a number line, assumes each dash is 1"
794,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 24 \times 60 \)
ConstructName: Convert from days to seconds
QuestionText: Which of the following would correctly calculate the number of seconds in \( 1 \) day?",The given answer is wrong under such circumstances because it does not correctly represent the conversion from days to seconds. The correct calculation should be \( 24 \times 60 \times 60 \).,Converted hours to minutes instead of hours to seconds
568,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 10000 \)
ConstructName: Round numbers greater than 1 to one significant figure
QuestionText: Round this number to \( 1 \) significant figure:
\( 95365 \)",The given answer is incorrect. The correct answer should be \( 10000 \) (or more appropriately written as \( 1 \times 10^4 \)) if rounding \( 95365 \) to one significant figure is the goal.,"When rounding up from a 9, does not add one on to the digit to the left"
1995,"Instruction: Why is the given answer wrong under such circumstances?
answer: Only
Katie
ConstructName: Recognise that a sequence is linear sequences when expressed as a pattern
QuestionText: Tom and Katie are discussing linear sequences Tom says this is a linear sequence: ![Three shapes made of squares. The first is an L-shape made of 3 squares so the bottom line is two squares long. The second shape is also an L but with a bottom line of three squares. The fourth shape is the same but the bottom line is four squares long.  ]() Katie says this is a linear sequence: ![Three shapes made of squares. The first is an L-shape made of 3 squares. The second shape is an L made of 5 squares, two on the top row and three on the bottom row. The third shape is an L made of 7 squares, 3 on the top row and four on the bottom. ]() Who is correct?",Katie,Does not recognise that a linear sequence must increase or decrease by same amount
683,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 3 m-7 \)
ConstructName: Multiply a single term over a bracket where the term on the outside contains a letter and the inside contains a linear expression
QuestionText: Multiply out the brackets: \( m(2 m-7) \)",The given answer is incorrect. The correct expansion of \( m(2m - 7) \) is \( 2m^2 - 7m \).,Adds instead of multiplying when expanding bracket
4127,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \frac{3}{14} \)
ConstructName: Add proper fractions with the same denominator
QuestionText: Calculate:
\(
\frac{2}{7}+\frac{1}{7}
\)",The correct answer should be \( \frac{3}{7} \).,"When adding fractions, adds the numerators and denominators"
3829,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( m^{2}-2 \)
ConstructName: Multiply a single term over a bracket where the term on the outside contains a letter and the inside contains a linear expression
QuestionText: Multiply out the brackets: \( m(m-2) \)",The given answer is incorrect. The correct expansion of \( m(m-2) \) is \( m^2 - 2m \).,Only multiplies the first term in the expansion of a bracket
602,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 1.166 \)
ConstructName: Carry out missing number subtraction problems where a written method is needed
QuestionText: \(\square\quad -\quad 1.534=2.7 \)",The correct answer should be \(0.166\).,Subtracts instead of adds
120,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 5613 \)
ConstructName: Express words as 5 digit numbers and above 
QuestionText: How do you write this number in digits?
Fifty-six thousand and thirteen",The given answer is incorrect. The correct answer should be \( 56013 \).,Believes that they only need to write non-zero digits when giving a number in digits
2004,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( -6 \)
ConstructName: Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 
QuestionText: Mo wants to solve this equation using the quadratic formula.
\(
5 h^{2}-3 h-2=0
\)

What should replace the triangle? \( ?\pm \sqrt{\triangle-?} \)","The correct answer is:
\( -6 \)

The answer provided (\( -6 \)) is incorrect in this context.

The discriminant (\(\triangle\)) for the quadratic equation \(5h^2 - 3h - 2 = 0\) should be calculated as follows:
\[
\triangle = b^2 - 4ac
\]
where \(a = 5\), \(b = -3\), and \(c = -2\).

So,
\[
\triangle = (-3)^2 - 4 \cdot 5 \cdot (-2) = 9 + 40 = 49
\]

Thus, the expression should be:
\( ?\pm \sqrt{49-?} \)",Mixes up squaring and multiplying by 2 or doubling
1468,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( r=p+5 \div 3 \)
ConstructName: Rearrange formulae to change the subject where the subject appears once and two steps are needed
QuestionText: Rearrange the following equation to make \( r \) the subject
\[
p=3 r-5
\]","The given answer is wrong because it does not correctly rearrange the equation to make \( r \) the subject. The correct rearrangement would be:

\[
p = 3r - 5
\]

Add 5 to both sides:
\[
p + 5 = 3r
\]

Divide both sides by 3:
\[
r = \frac{p + 5}{3}
\]

So the correct form should be \( r = \frac{p + 5}{3} \).",Misunderstands order of operations in algebraic expressions
594,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 5^{\circ} \mathrm{C} \) is \( 2^{\circ} \mathrm{C} \) 
colder than 
\( -7^{\circ} \mathrm{C} \)
ConstructName: Perform calculations with temperature when given in the same units
QuestionText: Which statement about the temperatures \( -7^{\circ} \mathrm{C} \) and \( 5^{\circ} \mathrm{C} \) is true?","The given answer is wrong because it suggests that \( 5^{\circ} \mathrm{C} \) is \( 2^{\circ} \mathrm{C} \) colder than \( -7^{\circ} \mathrm{C} \). In reality, \( 5^{\circ} \mathrm{C} \) is much warmer than \( -7^{\circ} \mathrm{C} \).",Does not know that 7 and -7 are different
3368,"Instruction: Why is the given answer wrong under such circumstances?
answer: Impossible as you cannot have a percentage greater than \( 100 \)
ConstructName: Calculate percentage of an amount mentally where the percent is greater than 100
QuestionText: \( 130 \% \) of \( 40= \)","The given answer is incorrect because \(130\%\) of \(40\) should be calculated as \(1.3 \times 40 = 52\). The statement ""Impossible as you cannot have a percentage greater than \(100\)"" does not apply here since percentages can indeed exceed \(100\%\).",Does not understand that you can have percentages greater than 100%
3364,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 65 \)
ConstructName: Complete missing number mental subtraction problems up to 100
QuestionText: What should replace the star? \( \bigstar-37=38 \)",The correct answer should be \( -75 \).,"When two digits sum to 10 or more during an addition problem, does not add one to the preceding digit"
2631,"Instruction: Why is the given answer wrong under such circumstances?
answer: Both Tom and Katie
ConstructName: Order integers with the same number of digits
QuestionText: Tom and Katie are discussing how to order integers

Tom says \( 5000 \) is greater than \( 4987 \)

Katie says \( 3050 \) is greater than \( 3500 \)

Who is correct?",Both Tom and Katie are incorrect.,Does not equate the value of a number with the place value column it is in
3985,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 13 \)
ConstructName: Calculate the length of horizontal and vertical line segments
QuestionText: ![A rectangle drawn on a coordinate grid. Three of the vertices are labelled (3,12) (10,12) and (10,7). There is a red arrow between (3,12) and (10,12) indicating the width.]() What is the width of this rectangle as indicated by the arrow?",The given answer is incorrect. The width of the rectangle is 7 units.,Does not know how to find the length of a line segment from coordinates
4095,"Instruction: Why is the given answer wrong under such circumstances?
answer: ![A graph with two curves. One curve is in the negative x, positive y quadrant. It starts at the bottom left close to the x axis, as we move right it rises very quickly towards the y axis then levels off to travel almost parallel to the y axis.
The other curve is in the negative y, positive x quadrant. It starts at the bottom left close to the y axis, as we move right it rises very quickly towards the x axis then becomes almost horizontal to travel almost parallel to the x axis. ]()
ConstructName: Recognise a linear graph from its shape
QuestionText: Which of the following is most likely to be the graph of a linear function?","The provided answer does not describe a graph of a linear function. Linear functions produce straight lines when graphed, which is not the case for the described graphs. The first curve has a steep initial rise followed by a leveling off, while the second curve has a steep initial rise followed by a nearly horizontal trend. Both descriptions indicate non-linear behavior rather than the constant rate of change characteristic of a linear function.",Confuses linear and reciprocal graphs
764,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 10 x-3 x \)
ConstructName: Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable
QuestionText: Simplify the following by collecting like terms.
\[
4 x+6 x-3 x
\]","The given answer is incorrect because it should be simplified as follows:
\[ 4x + 6x - 3x = (4 + 6 - 3)x = 7x \]","When collecting like terms, only simplifies when there is an addition"
3245,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 7 \)
ConstructName: Calculate the range from a list of data
QuestionText: What is the range of the following numbers?
\[
2,2,4,17,-10
\]","The given answer is wrong under such circumstances. The correct range should be calculated as the difference between the maximum and minimum values in the dataset. For the given numbers \(2, 2, 4, 17, -10\), the maximum value is 17 and the minimum value is -10. Therefore, the range is \(17 - (-10) = 27\).",To find the range adds the biggest and smallest number rather than subtract
2876,"Instruction: Why is the given answer wrong under such circumstances?
answer: Both Tom and Katie
ConstructName: Given a negative x value, find the corresponding y value for the curve y = x3 + c
QuestionText: Tom and Katie are discussing the table of values for \( \boldsymbol{y}=\boldsymbol{x}^{\mathbf{3}} \) \begin{tabular}{|l|l|}
\hline\( x \) & \(\color{gold}\bigstar\) \\
\hline\( y \) & \( 27 \) \\
\hline
\end{tabular} Tom says the star could be \( 3 \).

Katie says the star could be \( -3 \).

Who is correct?",Both Tom and Katie,"Thinks multiplying two or more negative numbers together always gives a positive answer, regardless of how many negative numbers there are in the sum"
4283,"Instruction: Why is the given answer wrong under such circumstances?
answer: ![The number 3, then a calculator button labelled \(-\), then the number 7]()
ConstructName: Know the functionality of other non-numeric buttons on a calculator
QuestionText: Which of the following would allow you to type \( \frac{3}{7} \) on your calculator? ![A scientific calculator]()","The given answer does not correctly represent how to input \( \frac{3}{7} \) on a calculator. The provided image shows the number 3 followed by a minus sign and then the number 7, which represents \( 3 - 7 = -4 \). To input \( \frac{3}{7} \), you should use the fraction key (often labeled as ""a b/c"" or similar) or the division key followed by the decimal equivalent of the fraction, like 0.428571 (which is the decimal representation of \( \frac{3}{7} \)).",Believes the subtraction button writes a fraction
1192,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( y=(x+1)^{2} \)
ConstructName: Given the sketch of a curve in the form (x + a)², work out its factorised form
QuestionText: What is the equation of this curve? ![A quadratic curve with minimum point (1,0).]()","The given answer is incorrect under these circumstances. The correct factorized form of the given quadratic curve, which has its vertex at (1, 0), is \( y = (x-1)^2 \).",Forgets to swap the sign of roots when placing into brackets
4277,"Instruction: Why is the given answer wrong under such circumstances?
answer: Diameter
ConstructName: Identify a chord
QuestionText: What is the correct name for the line marked on the circle? ![\( \theta \)]()","The given answer ""Diameter"" is wrong under such circumstances. The question asks about a line marked on a circle, but does not specify if it's a diameter, chord, or something else. Without more context, we cannot assume it is a diameter. A chord is a more general term that could fit the description of a line on a circle, unless explicitly stated otherwise.",Confuses diameter and chord
1187,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \frac{1}{2} \)
ConstructName: Add proper fractions with the same denominator
QuestionText: Work out:
\(
\frac{4}{11}+\frac{7}{11}
\)
Write your answer in its simplest form.","The given answer is wrong. The correct answer should be \(\frac{11}{11}\) or simply 1, as both fractions have the same denominator and can be directly added to 1.","When adding fractions, adds the numerators and denominators"
3579,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 4 \)
ConstructName: Calculate the square of a number
QuestionText: What is the value of \( 4^{2} \) ?",The correct answer should be \( 16 \).,Believes a power of 2 has no impact on its value
718,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 12 \)
ConstructName: Calculate the length of horizontal and vertical line segments
QuestionText: ![A rectangle drawn on a coordinate grid. Three of the vertices are labelled (3,12) (10,12) and (10,7). There is a red arrow between (3,12) and (10,12) indicating the width.]() What is the width of this rectangle as indicated by the arrow?",The given answer is incorrect. The width of the rectangle is 7 units.,Does not know how to find the length of a line segment from coordinates
4138,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 10 \)
ConstructName: Calculate the square of a number
QuestionText: ![An image of a function machine. The input is 20 and the function is squared.]() What is the output of this function machine?",The given answer is incorrect. The correct output should be \( 400 \).,Mixes up squaring and halving
2178,"Instruction: Why is the given answer wrong under such circumstances?
answer: \(x=-10\)
ConstructName: Identify perpendicular lines written in any other form
QuestionText: Which of the following lines is perpendicular to x = -10 ?","The given answer \(x = -10\) is not correct under the given circumstances. The line \(x = -10\) is a vertical line, and it should be noted that vertical lines are perpendicular to horizontal lines, not to other vertical lines. Therefore, there is no horizontal line (or any other type of line) that is perpendicular to \(x = -10\).",Does not know the meaning of perpendicular
3192,"Instruction: Why is the given answer wrong under such circumstances?
answer: Both Jo and Paul
ConstructName: Solve two-step linear equations, with the variable on one side, with all positive integers
QuestionText: Jo and Paul are arguing about a first step to solve this equation:
\(
6(m+4)=24
\)
Jo says you can write: \( m+4=4 \)
Paul says you can write: \( 6 m=20 \)
Who is correct?",Paul is correct.,Believes you can subtract from inside brackets without expanding when solving an equation
1779,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( y=-2 x \)
ConstructName: Recognise the equations of horizontal lines from a diagram
QuestionText: What is the equation of this line? ![The diagram shows a pair of axes, x and y ranging from -6 to 5 horizontally and -3 to 4 vertically. There is a horizontal line that passes through the y axis at -2. ]()",The given answer \( y = -2x \) is incorrect for the described situation. The correct equation for a horizontal line that intersects the y-axis at -2 is simply \( y = -2 \).,Includes the x variable when giving the equation of a horizontal line
463,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( x=-9 \)
ConstructName: Given a sketch of a quadratic graph, f(x), write down the solutions to f(x) = a
QuestionText: According to the graph, what is the approximate solution to
\(x^{2}-x-9=-6\) ![A set of axes with the quadratic graph y=x^2-x-9 drawn on.]()","The given answer \( x=-9 \) is incorrect for the equation \( x^2 - x - 9 = -6 \). The correct solution can be found by simplifying the equation first:

\[ x^2 - x - 9 = -6 \]
\[ x^2 - x - 3 = 0 \]

Using the quadratic formula \( x = \frac{-b \pm \sqrt{b^2 - 4ac}}{2a} \) where \( a = 1 \), \( b = -1 \), and \( c = -3 \):

\[ x = \frac{-(-1) \pm \sqrt{(-1)^2 - 4(1)(-3)}}{2(1)} \]
\[ x = \frac{1 \pm \sqrt{1 + 12}}{2} \]
\[ x = \frac{1 \pm \sqrt{13}}{2} \]

So the approximate solutions are:
\[ x \approx \frac{1 + 3.6}{2} \approx 2.3 \]
\[ x \approx \frac{1 - 3.6}{2} \approx -1.3 \]

Therefore, the correct solutions are approximately \( x \approx 2.3 \) and \( x \approx -1.3 \).",Finds the y intercept when asked to read the solution to a quadratic equation from a graph
2977,"Instruction: Why is the given answer wrong under such circumstances?
answer: Both Tom and Katie
ConstructName: Solve quadratic equations using factorisation in the form x(x + b) 
QuestionText: Tom and Katie are arguing about how to solve this equation: 

\(
x^{2}+4 x=0
\)

Tom says one solution is \( x=2 \)

Katie says one solution is \( x=0 \)

Who is correct?",Both Tom and Katie,Thinks x^2 - a^2x is a valid form of difference of two squares
1074,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 335^{\circ} \)
ConstructName: Use a protractor to measure angles between 180° and 270°
QuestionText: What is the size of the marked angle? ![A 360 degree protractor with 2 red lines and a pink sector marking out a reflex angle being measured by the protractor. The outer scale goes from 0 to 360 clockwise. The angle is between one red line that is at 0 (outer scale) and 180 (inner scale), clockwise  to the other red line that is half way between 210 and 220 (outer scale) and halfway between 330 and 320 (inner scale).
]()","The given answer \(335^{\circ}\) is incorrect under the given circumstances.

The question specifies that the angle should be measured using a protractor between 180° and 270°. However, in the provided image, the marked angle is measured between 0° and 180° on the outer scale, which corresponds to an angle of \(180 - 45 = 135^{\circ}\) or \(180 + (360 - 215) = 165^{\circ}\) if using the inner scale. Neither of these values falls within the specified range of 180° to 270°. Therefore, the given answer \(335^{\circ}\) does not align with the instructions provided.",Reads the wrong scale on the protractor when measuring reflex angles
3552,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 18 p-6 \)
ConstructName: Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression
QuestionText: Expand:
\[
6(2-3 p)
\]",The given answer is incorrect. The correct expansion of \( 6(2-3p) \) is \( 12 - 18p \).,Believes subtraction is commutative 
3844,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 3 p-2 \)
ConstructName: Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression
QuestionText: Expand:
\[
3(p-1)
\]",The correct expansion should be \(3p - 3\).,"When expanding brackets, multiplies out the first term correctly but adds together the number outside the bracket with the second term inside the bracket."
776,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 6 p-2 \)
ConstructName: Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression
QuestionText: Expand:
\[
6(p-2)
\]",The given answer is incorrect because it should be expanded to \(6p - 12\) instead of \(6p - 2\).,Only multiplies the first term in the expansion of a bracket
3640,"Instruction: Why is the given answer wrong under such circumstances?
answer: Neither is correct
ConstructName: Compare the lengths of diagonal line segments without calculating the exact length
QuestionText: Tom and Katie are arguing about distance and coordinates. 

Tom says \( (3,-2) \) and \( (2,-3) \) are equidistant from the origin. 
Katie says \( (4,1) \) and \( (7,-2) \) are equidistant from the origin. 

Who is correct?",Neither is correct.,Confuses negative and positive coordinates when working with graphs in four quadrants
