index,Prompt,Generated Response,Expected Misconception
879,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 3 \)
ConstructName: Calculate the square root of a number
QuestionText: What is the value of the missing number? ![\begin{tabular}{|c|c|}
\hline \multicolumn{2}{|c|}{\( 15^{2} \)} \\
\hline\( \square^{2} \) & \( 2 \) \\
\hline
\end{tabular}]()",\( 3 \),"Thinks the sum of 2 numbers, each squared first, is the same as adding the two numbers and then squaring the total"
3565,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 59.2 \)
ConstructName: Round numbers to one decimal place
QuestionText: \( 58.2684 \) to \( 1 \) decimal place is....",58.3,Rounds incorrectly by changing multiple place values
3475,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( £ 10,268 \)
ConstructName: Solve problems that combine addition and subtraction
QuestionText: At the start of the day, there was \( £ 1,456 \) in the till. \( £ 7,347 \) was taken and \( £ 4,377 \) was handed out. How much money was left?",0,"When talking about money ""taken"" in a retail context, thinks that means take-away rather than add"
2399,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( £ 2,970 \)
ConstructName: Solve problems that combine addition and subtraction
QuestionText: At the start of the day, there was \( £ 1,456 \) in the till. \( £ 7,347 \) was taken and \( £ 4,377 \) was handed out. How much money was left?",0,"In a worded problem, does not complete all calculations"
3705,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 2 \)
ConstructName: Read a decimal on a scale where the required measurement is marked by a dash between two numbers
QuestionText: ![A number line from 0 to 1 split into 5 parts with a red arrow pointing to the marker for the value 0.4]() What number is the arrow pointing to?",2,"When reading integers on a number line, assumes each dash is 1"
794,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 24 \times 60 \)
ConstructName: Convert from days to seconds
QuestionText: Which of the following would correctly calculate the number of seconds in \( 1 \) day?",24 * 60 * 60,Converted hours to minutes instead of hours to seconds
568,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 10000 \)
ConstructName: Round numbers greater than 1 to one significant figure
QuestionText: Round this number to \( 1 \) significant figure:
\( 95365 \)",10000,"When rounding up from a 9, does not add one on to the digit to the left"
1995,"Instruction: Why is the given answer wrong under such circumstances?
answer: Only
Katie
ConstructName: Recognise that a sequence is linear sequences when expressed as a pattern
QuestionText: Tom and Katie are discussing linear sequences Tom says this is a linear sequence: ![Three shapes made of squares. The first is an L-shape made of 3 squares so the bottom line is two squares long. The second shape is also an L but with a bottom line of three squares. The fourth shape is the same but the bottom line is four squares long.  ]() Katie says this is a linear sequence: ![Three shapes made of squares. The first is an L-shape made of 3 squares. The second shape is an L made of 5 squares, two on the top row and three on the bottom row. The third shape is an L made of 7 squares, 3 on the top row and four on the bottom. ]() Who is correct?",Only Katie,Does not recognise that a linear sequence must increase or decrease by same amount
683,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 3 m-7 \)
ConstructName: Multiply a single term over a bracket where the term on the outside contains a letter and the inside contains a linear expression
QuestionText: Multiply out the brackets: \( m(2 m-7) \)",2m² - 7m,Adds instead of multiplying when expanding bracket
4127,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \frac{3}{14} \)
ConstructName: Add proper fractions with the same denominator
QuestionText: Calculate:
\(
\frac{2}{7}+\frac{1}{7}
\)","The given answer is wrong. The correct answer is:

\[
\frac{2}{7} + \frac{1}{7} = \frac{3}{7}
\]

ConstructName: Add proper fractions with the same denominator
Answer: \(\frac{3}{7}\)","When adding fractions, adds the numerators and denominators"
3829,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( m^{2}-2 \)
ConstructName: Multiply a single term over a bracket where the term on the outside contains a letter and the inside contains a linear expression
QuestionText: Multiply out the brackets: \( m(m-2) \)",256,Only multiplies the first term in the expansion of a bracket
602,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 1.166 \)
ConstructName: Carry out missing number subtraction problems where a written method is needed
QuestionText: \(\square\quad -\quad 1.534=2.7 \)",1588,Subtracts instead of adds
120,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 5613 \)
ConstructName: Express words as 5 digit numbers and above 
QuestionText: How do you write this number in digits?
Fifty-six thousand and thirteen",5613,Believes that they only need to write non-zero digits when giving a number in digits
2004,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( -6 \)
ConstructName: Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 
QuestionText: Mo wants to solve this equation using the quadratic formula.
\(
5 h^{2}-3 h-2=0
\)

What should replace the triangle? \( ?\pm \sqrt{\triangle-?} \)",\( -6 \),Mixes up squaring and multiplying by 2 or doubling
1468,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( r=p+5 \div 3 \)
ConstructName: Rearrange formulae to change the subject where the subject appears once and two steps are needed
QuestionText: Rearrange the following equation to make \( r \) the subject
\[
p=3 r-5
\]",300,Misunderstands order of operations in algebraic expressions
594,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 5^{\circ} \mathrm{C} \) is \( 2^{\circ} \mathrm{C} \) 
colder than 
\( -7^{\circ} \mathrm{C} \)
ConstructName: Perform calculations with temperature when given in the same units
QuestionText: Which statement about the temperatures \( -7^{\circ} \mathrm{C} \) and \( 5^{\circ} \mathrm{C} \) is true?",5°C is 12°C warmer than -7°C,Does not know that 7 and -7 are different
3368,"Instruction: Why is the given answer wrong under such circumstances?
answer: Impossible as you cannot have a percentage greater than \( 100 \)
ConstructName: Calculate percentage of an amount mentally where the percent is greater than 100
QuestionText: \( 130 \% \) of \( 40= \)",130% of 40 = 1.3 * 40 = 52,Does not understand that you can have percentages greater than 100%
3364,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 65 \)
ConstructName: Complete missing number mental subtraction problems up to 100
QuestionText: What should replace the star? \( \bigstar-37=38 \)",65,"When two digits sum to 10 or more during an addition problem, does not add one to the preceding digit"
2631,"Instruction: Why is the given answer wrong under such circumstances?
answer: Both Tom and Katie
ConstructName: Order integers with the same number of digits
QuestionText: Tom and Katie are discussing how to order integers

Tom says \( 5000 \) is greater than \( 4987 \)

Katie says \( 3050 \) is greater than \( 3500 \)

Who is correct?","Both Tom and Katie

ConstructName: Order integers with the same number of digits
QuestionText: Tom and Katie are discussing how to order integers

Tom says \( 5000 \) is greater than \( 4987 \)

Katie says \( 3050 \) is greater than \( 3500 \)

Who is correct?",Does not equate the value of a number with the place value column it is in
3985,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 13 \)
ConstructName: Calculate the length of horizontal and vertical line segments
QuestionText: ![A rectangle drawn on a coordinate grid. Three of the vertices are labelled (3,12) (10,12) and (10,7). There is a red arrow between (3,12) and (10,12) indicating the width.]() What is the width of this rectangle as indicated by the arrow?",\( 13 \),Does not know how to find the length of a line segment from coordinates
4095,"Instruction: Why is the given answer wrong under such circumstances?
answer: ![A graph with two curves. One curve is in the negative x, positive y quadrant. It starts at the bottom left close to the x axis, as we move right it rises very quickly towards the y axis then levels off to travel almost parallel to the y axis.
The other curve is in the negative y, positive x quadrant. It starts at the bottom left close to the y axis, as we move right it rises very quickly towards the x axis then becomes almost horizontal to travel almost parallel to the x axis. ]()
ConstructName: Recognise a linear graph from its shape
QuestionText: Which of the following is most likely to be the graph of a linear function?",25,Confuses linear and reciprocal graphs
764,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 10 x-3 x \)
ConstructName: Simplify algebraic expressions to maintain equivalence by collecting like terms involving just one linear variable
QuestionText: Simplify the following by collecting like terms.
\[
4 x+6 x-3 x
\]",0,"When collecting like terms, only simplifies when there is an addition"
3245,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 7 \)
ConstructName: Calculate the range from a list of data
QuestionText: What is the range of the following numbers?
\[
2,2,4,17,-10
\]",\( 7 \),To find the range adds the biggest and smallest number rather than subtract
2876,"Instruction: Why is the given answer wrong under such circumstances?
answer: Both Tom and Katie
ConstructName: Given a negative x value, find the corresponding y value for the curve y = x3 + c
QuestionText: Tom and Katie are discussing the table of values for \( \boldsymbol{y}=\boldsymbol{x}^{\mathbf{3}} \) \begin{tabular}{|l|l|}
\hline\( x \) & \(\color{gold}\bigstar\) \\
\hline\( y \) & \( 27 \) \\
\hline
\end{tabular} Tom says the star could be \( 3 \).

Katie says the star could be \( -3 \).

Who is correct?","Both Tom and Katie

The function \( y = x^3 \) is an odd function, meaning \( f(-x) = -f(x) \). Therefore, if \( x = 3 \) gives \( y = 27 \), then \( x = -3 \) will give \( y = -27 \).

So both \( x = 3 \) and \( x = -3 \) correspond to \( y = 27 \). Both Tom and Katie are correct.","Thinks multiplying two or more negative numbers together always gives a positive answer, regardless of how many negative numbers there are in the sum"
4283,"Instruction: Why is the given answer wrong under such circumstances?
answer: ![The number 3, then a calculator button labelled \(-\), then the number 7]()
ConstructName: Know the functionality of other non-numeric buttons on a calculator
QuestionText: Which of the following would allow you to type \( \frac{3}{7} \) on your calculator? ![A scientific calculator]()",1,Believes the subtraction button writes a fraction
1192,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( y=(x+1)^{2} \)
ConstructName: Given the sketch of a curve in the form (x + a)², work out its factorised form
QuestionText: What is the equation of this curve? ![A quadratic curve with minimum point (1,0).]()",265,Forgets to swap the sign of roots when placing into brackets
4277,"Instruction: Why is the given answer wrong under such circumstances?
answer: Diameter
ConstructName: Identify a chord
QuestionText: What is the correct name for the line marked on the circle? ![\( \theta \)]()",Identify a chord,Confuses diameter and chord
1187,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \frac{1}{2} \)
ConstructName: Add proper fractions with the same denominator
QuestionText: Work out:
\(
\frac{4}{11}+\frac{7}{11}
\)
Write your answer in its simplest form.",\( \frac{11}{11} \) or 1,"When adding fractions, adds the numerators and denominators"
3579,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 4 \)
ConstructName: Calculate the square of a number
QuestionText: What is the value of \( 4^{2} \) ?",0,Believes a power of 2 has no impact on its value
718,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 12 \)
ConstructName: Calculate the length of horizontal and vertical line segments
QuestionText: ![A rectangle drawn on a coordinate grid. Three of the vertices are labelled (3,12) (10,12) and (10,7). There is a red arrow between (3,12) and (10,12) indicating the width.]() What is the width of this rectangle as indicated by the arrow?",12,Does not know how to find the length of a line segment from coordinates
4138,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 10 \)
ConstructName: Calculate the square of a number
QuestionText: ![An image of a function machine. The input is 20 and the function is squared.]() What is the output of this function machine?",\( 400 \),Mixes up squaring and halving
2178,"Instruction: Why is the given answer wrong under such circumstances?
answer: \(x=-10\)
ConstructName: Identify perpendicular lines written in any other form
QuestionText: Which of the following lines is perpendicular to x = -10 ?",1200,Does not know the meaning of perpendicular
3192,"Instruction: Why is the given answer wrong under such circumstances?
answer: Both Jo and Paul
ConstructName: Solve two-step linear equations, with the variable on one side, with all positive integers
QuestionText: Jo and Paul are arguing about a first step to solve this equation:
\(
6(m+4)=24
\)
Jo says you can write: \( m+4=4 \)
Paul says you can write: \( 6 m=20 \)
Who is correct?","Both Jo and Paul

The given answer is wrong because neither of them is correct in their first step.

Jo's approach:
\[ 6(m+4) = 24 \]
Dividing both sides by 6:
\[ m + 4 = 4 \]

Paul's approach:
\[ 6(m+4) = 24 \]
Dividing both sides by 6:
\[ m + 4 = 4 \]

Both approaches lead to the same incorrect first step. The correct first step is to divide both sides of the equation by 6:

\[ m + 4 = 4 \]

This is incorrect. The correct first step should be:

\[ m + 4 = 4 \div 6 = 2 \]

So neither Jo nor Paul is correct. The correct first step should be:

\[ m + 4 = 2 \]",Believes you can subtract from inside brackets without expanding when solving an equation
1779,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( y=-2 x \)
ConstructName: Recognise the equations of horizontal lines from a diagram
QuestionText: What is the equation of this line? ![The diagram shows a pair of axes, x and y ranging from -6 to 5 horizontally and -3 to 4 vertically. There is a horizontal line that passes through the y axis at -2. ]()",5,Includes the x variable when giving the equation of a horizontal line
463,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( x=-9 \)
ConstructName: Given a sketch of a quadratic graph, f(x), write down the solutions to f(x) = a
QuestionText: According to the graph, what is the approximate solution to
\(x^{2}-x-9=-6\) ![A set of axes with the quadratic graph y=x^2-x-9 drawn on.]()","The given answer is wrong under such circumstances because the instruction asks for the approximate solutions to the equation \(x^2 - x - 9 = -6\), which simplifies to \(x^2 - x + 3 = 0\).

However, the provided answer is \(x = -9\). This is incorrect because:

1. **Equation Simplification**: The equation \(x^2 - x - 9 = -6\) simplifies to \(x^2 - x + 3 = 0\).
2. **Quadratic Formula**: To solve \(x^2 - x + 3 = 0\), we use the quadratic formula \(x = \frac{-b \pm \sqrt{b^2 - 4ac}}{2a}\), where \(a = 1\), \(b = -1\), and \(c = 3\).
3. **Discriminant Calculation**: The discriminant (\(\Delta = b^2 - 4ac\)) is \((-1)^2 - 4 \cdot 1 \cdot 3 = 1 - 12 = -11\).
4. **Negative Discriminant**: Since the discriminant is negative (\(\Delta < 0\)), the equation has no real solutions.

Therefore, the correct response is that there are no real solutions to the equation \(x^2 - x + 3 = 0\), and thus the answer \(x = -9\) is incorrect.

ConstructName: Given a sketch of a quadratic graph, f(x), write down the solutions to f(x) = a
QuestionText: According to the graph, what is the approximate solution to
\(x^{2}-x-9=-6\) 
![A set of axes with the quadratic graph y=x^2-x-9 drawn on.]()",Finds the y intercept when asked to read the solution to a quadratic equation from a graph
2977,"Instruction: Why is the given answer wrong under such circumstances?
answer: Both Tom and Katie
ConstructName: Solve quadratic equations using factorisation in the form x(x + b) 
QuestionText: Tom and Katie are arguing about how to solve this equation: 

\(
x^{2}+4 x=0
\)

Tom says one solution is \( x=2 \)

Katie says one solution is \( x=0 \)

Who is correct?","Both Tom and Katie

The given equation is \(x^2 + 4x = 0\). We can factorize this equation as follows:

\[x(x + 4) = 0\]

Setting each factor equal to zero gives us the solutions:

1. \(x = 0\)
2. \(x + 4 = 0 \Rightarrow x = -4\)

So both Tom and Katie are correct. The solutions to the equation \(x^2 + 4x = 0\) are \(x = 0\) and \(x = -4\).",Thinks x^2 - a^2x is a valid form of difference of two squares
1074,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 335^{\circ} \)
ConstructName: Use a protractor to measure angles between 180° and 270°
QuestionText: What is the size of the marked angle? ![A 360 degree protractor with 2 red lines and a pink sector marking out a reflex angle being measured by the protractor. The outer scale goes from 0 to 360 clockwise. The angle is between one red line that is at 0 (outer scale) and 180 (inner scale), clockwise  to the other red line that is half way between 210 and 220 (outer scale) and halfway between 330 and 320 (inner scale).
]()",335°,Reads the wrong scale on the protractor when measuring reflex angles
3552,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 18 p-6 \)
ConstructName: Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression
QuestionText: Expand:
\[
6(2-3 p)
\]",18p - 6,Believes subtraction is commutative 
3844,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 3 p-2 \)
ConstructName: Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression
QuestionText: Expand:
\[
3(p-1)
\]",3p - 2,"When expanding brackets, multiplies out the first term correctly but adds together the number outside the bracket with the second term inside the bracket."
776,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 6 p-2 \)
ConstructName: Multiply a single term over a bracket where the term on the outside is a number and the inside contains a linear expression
QuestionText: Expand:
\[
6(p-2)
\]",6p - 12,Only multiplies the first term in the expansion of a bracket
3640,"Instruction: Why is the given answer wrong under such circumstances?
answer: Neither is correct
ConstructName: Compare the lengths of diagonal line segments without calculating the exact length
QuestionText: Tom and Katie are arguing about distance and coordinates. 

Tom says \( (3,-2) \) and \( (2,-3) \) are equidistant from the origin. 
Katie says \( (4,1) \) and \( (7,-2) \) are equidistant from the origin. 

Who is correct?","Neither is correct.

To determine who is correct, we need to calculate the distances of the points from the origin (0,0) using the distance formula, which is:

\[ d = \sqrt{(x_2 - x_1)^2 + (y_2 - y_1)^2} \]

**For Tom's points \( (3, -2) \) and \( (2, -3) \):**

\[ d_T = \sqrt{(3 - 0)^2 + (-2 - 0)^2} = \sqrt{3^2 + (-2)^2} = \sqrt{9 + 4} = \sqrt{13} \]

**For Katie's points \( (4, 1) \) and \( (7, -2) \):**

\[ d_K = \sqrt{(7 - 4)^2 + (-2 - 1)^2} = \sqrt{3^2 + (-3)^2} = \sqrt{9 + 9} = \sqrt{18} \]

Since \(\sqrt{13} \neq \sqrt{18}\), neither pair of points is equidistant from the origin. Therefore, neither Tom nor Katie is correct.",Confuses negative and positive coordinates when working with graphs in four quadrants
670,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \frac{12}{9 x-1} \)
ConstructName: Divide algebraic fractions involving non-linear expressions
QuestionText: STEP \( 3 \)

Which of the options is the final answer, expressed as simply as possible?
\(
\begin{aligned}
& \frac{3 x+1}{3} \div \frac{9 x^{2}-1}{12} \\
= & \frac{3 x+1}{3} \times \frac{12}{9 x^{2}-1} \\
= & \frac{3 x+1}{3} \times \frac{12}{(3 x-1)(3 x+1)}
\end{aligned}
\)","The given answer is already simplified as much as possible from the provided steps. Let's review the steps:

1. Start with the expression:
   \[
   \frac{3 x+1}{3} \div \frac{9 x^{2}-1}{12}
   \]

2. Rewrite the division as multiplication by the reciprocal:
   \[
   \frac{3 x+1}{3} \times \frac{12}{9 x^{2}-1}
   \]

3. Factorize the denominator \(9x^2 - 1\):
   \[
   9x^2 - 1 = (3x - 1)(3x + 1)
   \]
   So the expression becomes:
   \[
   \frac{3 x+1}{3} \times \frac{12}{(3 x-1)(3 x+1)}
   \]

4. Cancel out the common factors \((3x + 1)\) in the numerator and denominator:
   \[
   \frac{1}{3} \times \frac{12}{3 x-1} = \frac{12}{3(3 x-1)} = \frac{12}{9 x-3}
   \]

So, the final simplified answer is:
\[
\frac{12}{9x - 3}
\]

Therefore, the correct final answer, expressed as simply as possible, is:
\[
\boxed{\frac{12}{9x - 3}}
\]",Only applies a division to one of multiple terms in a numerator when simplifying an algebraic fraction
387,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 30 \)
ConstructName: Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one
QuestionText: Without drawing any more terms, how many circles do you predict will be in the \( 5 \) th term of this sequence? ![A diagram showing the first 3 patterns in a sequence. Pattern 1 is a rectangle with a total of 6 circles surrounding it. Pattern 2 is 2 rectangles with a total of 10 circles surrounding it. Pattern 3 is 3 rectangles with a total of 14 circles surrounding it.]()",50,Does not notice all changes in a sequence of visual patterns
643,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 3 \)
ConstructName: Expand products of three binomials in the form (x + a)(x + b)(x + c)
QuestionText: When Aneesa expands these brackets, how many terms should she get after she simplifies? \( (p+3)(p+4)(p+5) \)",\( 3 \),Believes a cubic expression should have three terms
3095,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \begin{array}{l}d=2 \\ h=2\end{array} \)
ConstructName: Use inequality notation to order a negative and a positive integer
QuestionText: One of these pairs of numbers does not fit 
the inequality \( d \geq h \)

Can you find which pair?","The given answer is incorrect because it provides a pair of numbers \(d = 2\) and \(h = 2\) which do not fit the inequality \(d \geq h\).

For the inequality \(d \geq h\):
- Both \(d\) and \(h\) must be integers.
- \(d\) must be greater than or equal to \(h\).

Given the provided pair:
- \(d = 2\)
- \(h = 2\)

Since \(2 \geq 2\) is true, this pair fits the inequality. However, the instruction asks for a pair that **does not** fit the inequality.

The correct pair that does not fit \(d \geq h\) would be a pair where \(d < h\).

So, the correct pair that does not fit the inequality \(d \geq h\) is:
\[ d = -1, h = 2 \]

This is because \(-1 < 2\), which contradicts the inequality \(d \geq h\).",Does not understand inequality notation
2640,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 288 \mathrm{~m}^{2} \)
ConstructName: Calculate missing lengths of shapes by geometrical inference, where the lengths given are in the same units
QuestionText: What is the area of the shaded section of this composite shape made from rectangles? ![A compound shape making a T shape where there is a rectangle across the top and a rectangle attached below this, slightly to the left of the centre. The full width across the top is 32m, the partial width on the left is 10m, the partial width on the right is 11m. The full height on the right is 25m, the partial height on the lower block is 14m. The shaded section is the top rectangle across the full width.]()",288m²,Uses an incorrect side length when splitting a composite shape into parts
3888,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 30 \mathrm{~cm}^{2} \)
ConstructName: Calculate the area of a parallelogram where the dimensions are given in the same units
QuestionText: What is the area of this parallelogram?
 ![Parallelogram with base length 5cm, perpendicular height 4cm, and slant length 6cm.]()",70,Has used slant height and base to find area rather than perpendicular height and base
3258,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 6 x-5 y-z \)
ConstructName: Simplify algebraic expressions to maintain equivalence by collecting like terms involving three or more linear variables
QuestionText: Simplify the following expression by collecting
like terms
\(6 x-2 y-z+3 y\)",6x + y - z,"When collecting like terms, assigns positivity or negativity incorrectly."
69,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 3-4 \)
ConstructName: Express a division as a fraction
QuestionText: Which calculation is equivalent to the fraction \( \frac{3}{4} \) ?",3 ÷ 4,Thinks the fraction bar means subtract rather than divide
4249,"Instruction: Why is the given answer wrong under such circumstances?
answer: Neither is correct
ConstructName: Sort and class quadrilaterals into hierarchical families
QuestionText: Tom and Katie are arguing about parallelograms. Tom says this shape is a parallelogram ![A four sided shape. All sides are equal, opposite angles are equal. There are no right angles.]() Katie says this shape is a parallelogram ![A four sided shape. Opposite sides are equal, all angles are right angles.]() Who is correct?","Neither is correct. The first shape described is a rhombus (all sides equal, opposite angles equal, no right angles), while the second shape is a rectangle (opposite sides equal, all angles are right angles). A parallelogram requires only that opposite sides are equal and parallel.",Does not believe a shape can have two correct names e.g. rectangle and parallelogram
2330,"Instruction: Why is the given answer wrong under such circumstances?
answer: The boys because their range is higher
ConstructName: Compare sets of data using the range
QuestionText: The table shows the summary statistics from some girls and boys who took a test.
Who performed the most consistently? ![\begin{tabular}{|c|c|c|}
\hline Gender & Mean & Range \\
\hline Girls & \( 75 \) & \( 20 \) \\
\hline Boys & \( 60 \) & \( 40 \) \\
\hline
\end{tabular}]()","The given answer is wrong because it incorrectly identifies the performance consistency based on the range. The range, which is the difference between the highest and lowest values in a dataset, does not directly indicate consistency. Instead, a better measure of consistency is the **interquartile range** (IQR), which is the difference between the third quartile (Q3) and the first quartile (Q1). A smaller IQR indicates that the data points are closer together and thus more consistent.

Given the data:
- Girls: Mean = 75, Range = 20
- Boys: Mean = 60, Range = 40

To determine who performed more consistently, we would typically look at the IQR. However, since the problem only provides the range and not the actual data distribution, we cannot definitively conclude which gender performed more consistently based solely on the provided information. 

For the purpose of this exercise, the correct response should highlight that the range alone is insufficient to determine consistency and should recommend calculating the IQR or another measure of variability.",Thinks a greater range means more consistent data
2554,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 90 \)
ConstructName: Identify multiples of a number
QuestionText: If you list the multiples of \( 15 \) in ascending order, what is the \( 5^{\text {th }} \) number in the list?",90,Believes the first multiple of a is 2a
2465,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 152 \)
ConstructName: Read an integer on a scale where the required measurement is marked by a dash between two numbers
QuestionText: What number is the arrow pointing to? ![A number line from 100 to 200 with an arrow pointing to the value 160]()",152,"When reading integers on a number line, assumes each dash is 1"
1923,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 142^{\circ} \)
ConstructName: Find missing angles using angles on a straight line
QuestionText: ![Two angles meeting on a straight line labelled n and 48 degrees, one angle further down the straight line labelled 30 degrees]() What is the size of angle \( n \) ?",142°,"When “borrowing” during a subtraction problem, does not subtract one from the preceding digit"
4302,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 0.7 \% \)
ConstructName: Convert decimals less than 1 with 2 decimal place to percentages
QuestionText: What is \( 0.07 \) written as a percentage?",0.7%,Multiplies by 10 instead of 100 when converting decimal to percentage
166,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( \{x<-4\} \cup\{x>4\} \)
ConstructName: Solve positive quadratic inequalities by balancing e.g x² ≤ a
QuestionText: Which of the following is the correct solution to the inequality?

\(
x^{2}<16
\)","The given answer is wrong under such circumstances because the solution provided is:

\( \{x<-4\} \cup\{x>4\} \)

However, the inequality \(x^2 < 16\) can be solved by taking the square root of both sides while considering the domain where the square root is defined. Here's the correct approach:

Given \(x^2 < 16\), we take the square root of both sides:

\(\sqrt{x^2} < \sqrt{16}\)

Since \(\sqrt{x^2} = |x|\), we get:

\[|x| < 4\]

This inequality means that \(x\) must be between \(-4\) and \(4\) but not equal to \(-4\) and \(4\). Therefore, the solution is:

\(-4 < x < 4\)

In interval notation, this is written as:

\((-4, 4)\)

So, the correct solution to the inequality \(x^2 < 16\) is \((-4, 4)\), not \(\{x<-4\} \cup \{x>4\}\).",Mixes up greater than and less than symbols
3925,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 1650 \)
ConstructName: Round non-integers to the nearest 100
QuestionText: What is \( \mathbf{1 6 5 1 . 4 3} \) rounded to the nearest hundred?",1600,Rounds to the wrong degree of accuracy (rounds too much)
3580,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 85 \) pints
ConstructName: Read values off a real life graph
QuestionText: This is a conversion graph between pints and litres.
Which of the following is the best estimate for the number of pints equivalent to \( 50 \) litres? ![A graph on gridded paper showing litres on the y axis from 0 to 50 and pints on the x axis from 0 to 90. A straight line goes from the origin and passes through (35,20) (not marked - just a point it goes through) but extends the whole way up the graph.]()",105,"When reading graph, chooses nearest marked value on axis instead of reading accurately"
3367,"Instruction: Why is the given answer wrong under such circumstances?
answer: ![Image of a number line. At -1 there is a red, filled circle drawn, with a arrow pointing to the right, towards the higher positive numbers in the number line.]()
ConstructName: Represent a linear inequality with a single tail on a numberline
QuestionText: Which of the following diagrams represents \( x>-1 \) ?",1000,"When representing an inequality on a numberline, assumes the filled and unfilled circles have the opposite meaning."
3169,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 4 \) squares left \( 2 \) squares down
ConstructName: Describe simple directions to translate a shape or object using words not vectors
QuestionText: Which of the following describes how to get from point \( P \) to point \( Q \) ? ![Point P and Point Q are marked on a grid. Q is 4 squares to the right and 2 squares above P]()",\( 4 \) squares to the right and \( 2 \) squares up,"When describing a translation, goes from the image to the original"
1344,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 4 \)
ConstructName: Given a negative x value, find the corresponding y value for curves in the form y = x² + c
QuestionText: This is a part of the table of values for the equation
\(y=x^{2}+4\) \begin{tabular}{|l|l|}
\hline\( x \) & \( -6 \) \\
\hline\( y \) & \( \bigstar \) \\
\hline
\end{tabular} What should replace the star?",\( 4 \),"Believes addition comes before indices, in orders of operation"
1945,"Instruction: Why is the given answer wrong under such circumstances?
answer: ![A graph that starts in the top left, drops steeply down as you move right, briefly levels off, then steeply up back to the same level as the starting point, forming a symmetrical U shape.]()
ConstructName: Recognise a linear graph from its shape
QuestionText: Which of the following is most likely to be the graph of a linear function?",26,Believes linear graphs can be curved
2318,"Instruction: Why is the given answer wrong under such circumstances?
answer: \( 120^{\circ} \)
ConstructName: Calculate the sector angle on a pie chart for a given group
QuestionText: A class of students were surveyed about how many siblings they have.

A selection of results are shown in the table. \begin{tabular}{|c|c|c|}
\hline Number of siblings & Frequency & Angle on a pie chart \\
\hline  0  & \( 7 \) & \(  \) \\
\hline 1  & \(  \) & \( 144 \degree \) \\
\hline 2  & \(  \) & \(  \) \\
\hline 3  & \( 4 \) & \( \bigstar \) \\
\hline 4 or more  & \(  \) & \(  \) \\
\hline  TOTAL  & 30  & \(  \) \\
\end{tabular} Jenny wants to draw a pie chart of the information.
What should replace the star?",\( 120^{\circ} \),Believes you find the angle for a pie chart sector by doing its frequency multiplied by total frequency
